WKT,nama,deskripsi
"POLYGON ((106.7518164 -6.3602583, 106.7432333 -6.3612819, 106.7325903 -6.3609407, 106.722634 -6.359917, 106.7188574 -6.3609407, 106.7075278 -6.359917, 106.6972281 -6.3592346, 106.7047812 -6.3722004, 106.7082144 -6.3790244, 106.7185141 -6.3861895, 106.721604 -6.399837, 106.7298437 -6.4165547, 106.7356802 -6.4336131, 106.7384268 -6.4441889, 106.7415167 -6.4489651, 106.7511298 -6.4486239, 106.7614294 -6.446577, 106.7703558 -6.4435066, 106.7782523 -6.4435066, 106.7809988 -6.4479416, 106.7871786 -6.4479416, 106.7837454 -6.4588583, 106.7871786 -6.4673868, 106.7892386 -6.4776209, 106.7909552 -6.4817144, 106.796105 -6.4864902, 106.8012549 -6.4830789, 106.8036581 -6.4789854, 106.8112112 -6.4813733, 106.8197943 -6.4834201, 106.8191077 -6.4738684, 106.8256308 -6.475233, 106.8314673 -6.4714805, 106.8386771 -6.4656811, 106.8452002 -6.4776209, 106.8558432 -6.46534, 106.8644263 -6.4530588, 106.8678595 -6.4452124, 106.8754126 -6.4428243, 106.8870856 -6.4332719, 106.893952 -6.4264486, 106.8997885 -6.4203076, 106.905625 -6.4162136, 106.9121481 -6.4114371, 106.9169546 -6.407343, 106.9203879 -6.392331, 106.9251944 -6.3851659, 106.9224478 -6.3790244, 106.9148947 -6.3749301, 106.9203879 -6.3633291, 106.9207312 -6.3568461, 106.9234778 -6.3452448, 106.9176413 -6.3452448, 106.9166113 -6.3500219, 106.9155814 -6.3595758, 106.9138647 -6.3650352, 106.9063116 -6.3609407, 106.9018484 -6.3687884, 106.896012 -6.3711768, 106.8888022 -6.3687884, 106.8815924 -6.3704944, 106.883309 -6.3643528, 106.8754126 -6.3664, 106.8781592 -6.3605995, 106.871636 -6.359917, 106.872666 -6.3568461, 106.8695761 -6.3530928, 106.8623663 -6.3585522, 106.8565298 -6.3496806, 106.8534399 -6.342515, 106.8493201 -6.3377379, 106.8452002 -6.3431975, 106.8383337 -6.3459272, 106.8383337 -6.3513867, 106.8349005 -6.3551401, 106.8270041 -6.3554813, 106.8180777 -6.3561637, 106.8112112 -6.3612819, 106.8002249 -6.3660588, 106.7937018 -6.3636703, 106.7930151 -6.3575286, 106.7933585 -6.3466097, 106.7998816 -6.3431975, 106.7995383 -6.3343257, 106.8026282 -6.3285248, 106.8074347 -6.3203352, 106.8091513 -6.3141929, 106.7974783 -6.3148754, 106.7871786 -6.3162403, 106.7785956 -6.3169228, 106.7779089 -6.3247712, 106.7775656 -6.3319371, 106.7731024 -6.3377379, 106.7734457 -6.3442212, 106.7734457 -6.3517279, 106.7703558 -6.3585522, 106.7621161 -6.3575286, 106.7573096 -6.3619643, 106.7518164 -6.3602583))",Depok,
